Symptoms,Outcome,Weight
 SINUS DISORDER, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SINUS DISORDER,LIFE THREATENING,1
 SINUS DISORDER,DISABILITY,1
 SINUS DISORDER, LIFE THREATENING,1
 SINUS BRADYCARDIA, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SINUS BRADYCARDIA,VISITED AN ER,1
 SINUS ARREST,VISITED A HEALTH CARE PROVIDER,1
 SINUS ARREST,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SINUS ARREST, NON-SERIOUS INJURIES/ ILLNESS,1
 SINGLE FUNCTIONAL KIDNEY,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SIMPLEX VIRUS TEST POSITIVE,DEATH,1
 SIMPLE PARTIAL SEIZURES,DISABILITY,1
 SIMPLE PARTIAL SEIZURES, LIFE THREATENING,1
 SIMPLE PARTIAL SEIZURES, HOSPITALIZATION,1
 SILENT MYOCARDIAL INFARCTION,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SHOULDER PAIN, VISITED AN ER,1
 SHOULDER PAIN,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SHOULDER ARTHROPLASTY,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SHOCK HYPOGLYCAEMIC,VISITED AN ER,1
 SHOCK HYPOGLYCAEMIC, LIFE THREATENING,1
 SHOCK HYPOGLYCAEMIC, HOSPITALIZATION,1
 SHOCK, DISABILITY,1
 SHOCK,CONGENITAL ANOMALY,1
 SHIGELLA INFECTION, HOSPITALIZATION,1
 SHIGELLA INFECTION, NON-SERIOUS INJURIES/ ILLNESS,1
 SEXUAL DYSFUNCTION, DISABILITY,1
 SEXUAL DYSFUNCTION, SERIOUS INJURIES/ ILLNESS,1
 SEXUAL DYSFUNCTION, VISITED A HEALTH CARE PROVIDER,1
 SEXUAL DYSFUNCTION,VISITED AN ER,1
 SEXUAL DYSFUNCTION, VISITED AN ER,1
 SEXUAL DYSFUNCTION,VISITED A HEALTH CARE PROVIDER,1
 SEXUAL DYSFUNCTION,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 SEXUAL ACTIVITY INCREASED, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 SEXUAL ACTIVITY INCREASED, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SEXUAL ACTIVITY INCREASED,DISABILITY,1
 SERUM SICKNESS, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 SERUM SICKNESS,DISABILITY,1
 SERUM SICKNESS,VISITED A HEALTH CARE PROVIDER,1
 SERUM SICKNESS, HOSPITALIZATION,1
 SERUM FERRITIN INCREASED, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SERUM FERRITIN DECREASED,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SERRATIA INFECTION,HOSPITALIZATION,1
 SEROUS CYSTADENOCARCINOMA OVARY, VISITED A HEALTH CARE PROVIDER,1
 SEROUS CYSTADENOCARCINOMA OVARY,DEATH,1
 SEROTONIN SYNDROME, DISABILITY,1
 SEROTONIN SYNDROME,LIFE THREATENING,1
 SEROTONIN SYNDROME,HOSPITALIZATION,1
 SEPTIC SHOCK, VISITED A HEALTH CARE PROVIDER,1
 SEPTIC SHOCK,DISABILITY,1
 SEPTIC SHOCK,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 SEPSIS SYNDROME, VISITED AN ER,1
 SEPSIS SYNDROME,HOSPITALIZATION,1
 SEPSIS,SERIOUS INJURIES/ ILLNESS,1
 SEPSIS,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 SEPSIS, NON-SERIOUS INJURIES/ ILLNESS,1
 SENSORY LOSS,NON-SERIOUS INJURIES/ ILLNESS,1
 SENSORY DISTURBANCE, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 SENSORIMOTOR DISORDER, VISITED AN ER,1
 SENSORIMOTOR DISORDER,VISITED A HEALTH CARE PROVIDER,1
 SENSITIVITY OF TEETH,NON-SERIOUS INJURIES/ ILLNESS,1
 SENSITISATION, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SENSITISATION,VISITED AN ER,1
 SENSITISATION, LIFE THREATENING,1
 SENSITISATION, HOSPITALIZATION,1
 SENSATION OF PRESSURE, VISITED A HEALTH CARE PROVIDER,1
 SENSATION OF PRESSURE, VISITED AN ER,1
 SENSATION OF PRESSURE,DISABILITY,1
 SENSATION OF PRESSURE, NON-SERIOUS INJURIES/ ILLNESS,1
 SENSATION OF HEAVINESS,SERIOUS INJURIES/ ILLNESS,1
 SENSATION OF FOREIGN BODY, NON-SERIOUS INJURIES/ ILLNESS,1
 SENSATION OF BLOOD FLOW,SERIOUS INJURIES/ ILLNESS,1
 SENILE DEMENTIA,DEATH,1
 SELF-INDUCED VOMITING,NON-SERIOUS INJURIES/ ILLNESS,1
 SELF ESTEEM DECREASED, VISITED A HEALTH CARE PROVIDER,1
 SELF ESTEEM DECREASED,VISITED AN ER,1
 SELF ESTEEM DECREASED,DISABILITY,1
 SELF ESTEEM DECREASED, HOSPITALIZATION,1
 SEIZURE LIKE PHENOMENA,LIFE THREATENING,1
 SEDATION, SERIOUS INJURIES/ ILLNESS,1
 SEDATION,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SECRETION DISCHARGE, SERIOUS INJURIES/ ILLNESS,1
 SECRETION DISCHARGE,SERIOUS INJURIES/ ILLNESS,1
 SECRETION DISCHARGE, LIFE THREATENING,1
 SEBORRHOEIC DERMATITIS,DISABILITY,1
 SEBORRHOEIC DERMATITIS, LIFE THREATENING,1
 SEBORRHOEIC DERMATITIS,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SEBORRHOEA, DISABILITY,1
 SEBACEOUS GLAND DISORDER, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SEASONAL ALLERGY,LIFE THREATENING,1
 SEASONAL ALLERGY, VISITED AN ER,1
 SEASONAL ALLERGY,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SEASONAL ALLERGY,HOSPITALIZATION,1
 SCROTAL SWELLING,VISITED AN ER,1
 SCROTAL SWELLING,VISITED A HEALTH CARE PROVIDER,1
 SCROTAL PAIN, VISITED A HEALTH CARE PROVIDER,1
 SCROTAL PAIN,VISITED AN ER,1
 SCROTAL PAIN, NON-SERIOUS INJURIES/ ILLNESS,1
 SCROTAL MASS, VISITED A HEALTH CARE PROVIDER,1
 SCROTAL MASS, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SCROTAL MASS,HOSPITALIZATION,1
 SCROTAL IRRITATION,VISITED A HEALTH CARE PROVIDER,1
 SCROTAL IRRITATION, NON-SERIOUS INJURIES/ ILLNESS,1
 SCREAMING,CONGENITAL ANOMALY,1
 SCREAMING,LIFE THREATENING,1
 SCREAMING,DEATH,1
 SCREAMING, NON-SERIOUS INJURIES/ ILLNESS,1
 SCREAMING,HOSPITALIZATION,1
 SCRATCH,VISITED A HEALTH CARE PROVIDER,1
 SCOTOMA, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 SCOTOMA, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SCOLIOSIS, VISITED A HEALTH CARE PROVIDER,1
 SCOLIOSIS,VISITED A HEALTH CARE PROVIDER,1
 SCLERODERMA,VISITED A HEALTH CARE PROVIDER,1
 SCLERODERMA, NON-SERIOUS INJURIES/ ILLNESS,1
 SCLERITIS,NON-SERIOUS INJURIES/ ILLNESS,1
 SCLERAL DISORDER, VISITED A HEALTH CARE PROVIDER,1
 SCLERAL DISORDER,VISITED AN ER,1
 SCLERAL DISORDER, HOSPITALIZATION,1
 SCLERAL DISCOLOURATION, VISITED A HEALTH CARE PROVIDER,1
 SCLERAL DISCOLOURATION, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SCIATICA, DISABILITY,1
 SCIATICA, VISITED A HEALTH CARE PROVIDER,1
 SCIATICA,VISITED AN ER,1
 SCIATICA,VISITED A HEALTH CARE PROVIDER,1
 SCHIZOPHRENIA, HOSPITALIZATION,1
 SCHAMBERG'S DISEASE, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SCHAMBERG'S DISEASE,VISITED A HEALTH CARE PROVIDER,1
 SCAR, SERIOUS INJURIES/ ILLNESS,1
 SCAN ABNORMAL, VISITED AN ER,1
 SCAN ABNORMAL,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SARCOIDOSIS,DEATH,1
 SALMONELLOSIS,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 SALMONELLOSIS,NONE,1
 SALMONELLA TEST POSITIVE, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SALMONELLA BACTERAEMIA,LIFE THREATENING,1
 SALMONELLA BACTERAEMIA, VISITED AN ER,1
 SALMONELLA BACTERAEMIA,NON-SERIOUS INJURIES/ ILLNESS,1
 SALIVARY HYPERSECRETION, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 SALIVARY HYPERSECRETION,HOSPITALIZATION,1
 SALIVARY GLAND ENLARGEMENT,SERIOUS INJURIES/ ILLNESS,1
 SALIVARY GLAND ENLARGEMENT,NON-SERIOUS INJURIES/ ILLNESS,1
 SALIVARY GLAND ENLARGEMENT,HOSPITALIZATION,1
 SALIVARY GLAND DISORDER, SERIOUS INJURIES/ ILLNESS,1
 SALIVARY GLAND DISORDER, VISITED A HEALTH CARE PROVIDER,1
 SALIVARY GLAND DISORDER, VISITED AN ER,1
 SALIVARY GLAND DISORDER, NON-SERIOUS INJURIES/ ILLNESS,1
 SALIVARY GLAND CALCULUS, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SALIVARY GLAND CALCULUS,VISITED A HEALTH CARE PROVIDER,1
 SALIVA DISCOLOURATION, VISITED A HEALTH CARE PROVIDER,1
 SALIVA DISCOLOURATION,VISITED AN ER,1
 SALIVA DISCOLOURATION,VISITED A HEALTH CARE PROVIDER,1
 SALIVA DISCOLOURATION, NON-SERIOUS INJURIES/ ILLNESS,1
 SALIVA ALTERED, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 SALIVA ALTERED,LIFE THREATENING,1
 SALIVA ALTERED, NON-SERIOUS INJURIES/ ILLNESS,1
 ROTAVIRUS TEST POSITIVE,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 ROTAVIRUS INFECTION,VISITED A HEALTH CARE PROVIDER,1
 ROTAVIRUS INFECTION, NON-SERIOUS INJURIES/ ILLNESS,1
 ROTATOR CUFF SYNDROME, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 ROTATOR CUFF SYNDROME, VISITED A HEALTH CARE PROVIDER,1
 ROTATOR CUFF SYNDROME,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 ROSAI-DORFMAN SYNDROME, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 ROSAI-DORFMAN SYNDROME, LIFE THREATENING,1
 ROSAI-DORFMAN SYNDROME,HOSPITALIZATION,1
 ROSACEA,DISABILITY,1
 ROSACEA,VISITED A HEALTH CARE PROVIDER,1
 ROSACEA, LIFE THREATENING,1
 ROSACEA,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 ROSACEA, NON-SERIOUS INJURIES/ ILLNESS,1
 ROCKY MOUNTAIN SPOTTED FEVER, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 ROCKY MOUNTAIN SPOTTED FEVER,VISITED A HEALTH CARE PROVIDER,1
 ROCKY MOUNTAIN SPOTTED FEVER,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 ROAD TRAFFIC ACCIDENT, VISITED AN ER,1
 ROAD TRAFFIC ACCIDENT,NON-SERIOUS INJURIES/ ILLNESS,1
 ROAD TRAFFIC ACCIDENT,VISITED A HEALTH CARE PROVIDER,1
 ROAD TRAFFIC ACCIDENT,NONE,1
 RISUS SARDONICUS, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RISUS SARDONICUS,VISITED AN ER,1
 RISUS SARDONICUS, LIFE THREATENING,1
 RISUS SARDONICUS, HOSPITALIZATION,1
 RIGORS,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RIGORS, NON-SERIOUS INJURIES/ ILLNESS,1
 RIGHT VENTRICULAR SYSTOLIC PRESSURE DECREASED, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RIGHT VENTRICULAR SYSTOLIC PRESSURE DECREASED, VISITED AN ER,1
 RIGHT VENTRICULAR SYSTOLIC PRESSURE DECREASED,DISABILITY,1
 RIGHT VENTRICULAR SYSTOLIC PRESSURE DECREASED, LIFE THREATENING,1
 RIGHT VENTRICULAR SYSTOLIC PRESSURE DECREASED, HOSPITALIZATION,1
 RIGHT VENTRICULAR DYSFUNCTION, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RIGHT VENTRICULAR DYSFUNCTION, VISITED AN ER,1
 RIGHT VENTRICULAR DYSFUNCTION,DISABILITY,1
 RIGHT VENTRICULAR DYSFUNCTION, LIFE THREATENING,1
 RIGHT VENTRICULAR DYSFUNCTION, HOSPITALIZATION,1
 RICKETS, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RICKETS, LIFE THREATENING,1
 RICKETS,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RICKETS,HOSPITALIZATION,1
 RIB FRACTURE,SERIOUS INJURIES/ ILLNESS,1
 RIB FRACTURE,NON-SERIOUS INJURIES/ ILLNESS,1
 RIB FRACTURE,VISITED A HEALTH CARE PROVIDER,1
 RHONCHI,HOSPITALIZATION,1
 RHINITIS, VISITED A HEALTH CARE PROVIDER,1
 RHINITIS,VISITED AN ER,1
 RHINITIS, LIFE THREATENING,1
 RHINITIS,HOSPITALIZATION,1
 RHEUMATOID FACTOR INCREASED,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RHEUMATOID FACTOR,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RHEUMATOID ARTHRITIS, DISABILITY,1
 RHEUMATOID ARTHRITIS,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RHEUMATOID ARTHRITIS,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RHEUMATOID ARTHRITIS,HOSPITALIZATION,1
 RHABDOMYOLYSIS, DISABILITY,1
 RHABDOMYOLYSIS,SERIOUS INJURIES/ ILLNESS,1
 RHABDOMYOLYSIS, NON-SERIOUS INJURIES/ ILLNESS,1
 REVERSIBLE POSTERIOR LEUKOENCEPHALOPATHY SYNDROME, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 REVERSIBLE POSTERIOR LEUKOENCEPHALOPATHY SYNDROME, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 REVERSIBLE POSTERIOR LEUKOENCEPHALOPATHY SYNDROME, LIFE THREATENING,1
 REVERSIBLE POSTERIOR LEUKOENCEPHALOPATHY SYNDROME,HOSPITALIZATION,1
 RETROPERITONEAL MASS, VISITED A HEALTH CARE PROVIDER,1
 RETROPERITONEAL MASS, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RETROPERITONEAL MASS,HOSPITALIZATION,1
 RETROPERITONEAL LYMPHADENOPATHY,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RETROPERITONEAL LYMPHADENOPATHY, HOSPITALIZATION,1
 RETROPERITONEAL FIBROSIS,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RETROPERITONEAL FIBROSIS, HOSPITALIZATION,1
 RETROGRADE EJACULATION,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RETROGRADE AMNESIA,HOSPITALIZATION,1
 RETINOPEXY,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RETINAL VEIN OCCLUSION, DISABILITY,1
 RETINAL TEAR,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RETINAL SCAR, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RETINAL SCAR, VISITED A HEALTH CARE PROVIDER,1
 RETINAL SCAR,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RETINAL PIGMENT EPITHELIOPATHY,VISITED A HEALTH CARE PROVIDER,1
 RETINAL INJURY,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RETINAL EXUDATES, VISITED AN ER,1
 RETINAL EXUDATES,HOSPITALIZATION,1
 RETINAL DYSTROPHY, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RETINAL DYSTROPHY,VISITED A HEALTH CARE PROVIDER,1
 RETINAL DISORDER, VISITED A HEALTH CARE PROVIDER,1
 RETINAL DISORDER,DISABILITY,1
 RETINAL DISORDER, LIFE THREATENING,1
 RETINAL DISORDER,HOSPITALIZATION,1
 RETINAL DETACHMENT, DISABILITY,1
 RETINAL DETACHMENT, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RETINAL ARTERY OCCLUSION,VISITED AN ER,1
 RETINAL ARTERY OCCLUSION, HOSPITALIZATION,1
 RETCHING, DEATH,1
 RETCHING,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RESUSCITATION, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RESUSCITATION,DEATH,1
 RESTLESSNESS,CONGENITAL ANOMALY,1
 RESTLESSNESS, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RESTLESSNESS,DISABILITY,1
 RESTLESSNESS, NON-SERIOUS INJURIES/ ILLNESS,1
 RESTLESS LEGS SYNDROME, VISITED A HEALTH CARE PROVIDER,1
 RESTLESS LEGS SYNDROME,DISABILITY,1
 RESTLESS LEGS SYNDROME, HOSPITALIZATION,1
 RESPIRATORY TRACT OEDEMA, VISITED A HEALTH CARE PROVIDER,1
 RESPIRATORY TRACT OEDEMA, VISITED AN ER,1
 RESPIRATORY TRACT OEDEMA,NON-SERIOUS INJURIES/ ILLNESS,1
 RESPIRATORY TRACT OEDEMA,DISABILITY,1
 RESPIRATORY TRACT OEDEMA,VISITED A HEALTH CARE PROVIDER,1
 RESPIRATORY TRACT OEDEMA, LIFE THREATENING,1
 RESPIRATORY TRACT IRRITATION,VISITED AN ER,1
 RESPIRATORY TRACT IRRITATION, VISITED AN ER,1
 RESPIRATORY TRACT IRRITATION, HOSPITALIZATION,1
 RESPIRATORY TRACT IRRITATION, NON-SERIOUS INJURIES/ ILLNESS,1
 RESPIRATORY TRACT INFLAMMATION, VISITED A HEALTH CARE PROVIDER,1
 RESPIRATORY TRACT INFLAMMATION,VISITED AN ER,1
 RESPIRATORY TRACT INFLAMMATION, NON-SERIOUS INJURIES/ ILLNESS,1
 RESPIRATORY TRACT INFLAMMATION,HOSPITALIZATION,1
 RESPIRATORY TRACT HAEMORRHAGE, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RESPIRATORY TRACT HAEMORRHAGE, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RESPIRATORY TRACT HAEMORRHAGE,HOSPITALIZATION,1
 RESPIRATORY TRACT CONGESTION,SERIOUS INJURIES/ ILLNESS,1
 RESPIRATORY SYNCYTIAL VIRUS INFECTION,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RESPIRATORY SYNCYTIAL VIRUS INFECTION, HOSPITALIZATION,1
 RESPIRATORY RATE INCREASED,SERIOUS INJURIES/ ILLNESS,1
 RESPIRATORY RATE INCREASED,DEATH,1
 RESPIRATORY RATE DECREASED, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RESPIRATORY RATE DECREASED, VISITED A HEALTH CARE PROVIDER,1
 RESPIRATORY RATE DECREASED, VISITED AN ER,1
 RESPIRATORY RATE DECREASED,NON-SERIOUS INJURIES/ ILLNESS,1
 RESPIRATORY RATE DECREASED, HOSPITALIZATION,1
 RESPIRATORY FAILURE,CONGENITAL ANOMALY,1
 RESPIRATORY FAILURE,VISITED A HEALTH CARE PROVIDER,1
 RESPIRATORY DISTRESS,SERIOUS INJURIES/ ILLNESS,1
 RESPIRATORY DISORDER, DISABILITY,1
 RESPIRATORY DISORDER, SERIOUS INJURIES/ ILLNESS,1
 RESPIRATORY DISORDER,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RESPIRATORY ARREST,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RESPIRATORY ALKALOSIS,VISITED A HEALTH CARE PROVIDER,1
 RESPIRATORY ACIDOSIS,VISITED AN ER,1
 RESPIRATORY ACIDOSIS, DEATH,1
 RESPIRATION ABNORMAL,SERIOUS INJURIES/ ILLNESS,1
 REPRODUCTIVE TRACT DISORDER,SERIOUS INJURIES/ ILLNESS,1
 REPRODUCTIVE TRACT DISORDER,NON-SERIOUS INJURIES/ ILLNESS,1
 REPRODUCTIVE TRACT DISORDER, HOSPITALIZATION,1
 RENIN DECREASED,LIFE THREATENING,1
 RENIN DECREASED, HOSPITALIZATION,1
 RENIN DECREASED,HOSPITALIZATION,1
 RENAL TUBULAR NECROSIS, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RENAL TUBULAR NECROSIS,DISABILITY,1
 RENAL TUBULAR NECROSIS, HOSPITALIZATION,1
 RENAL TUBULAR NECROSIS,HOSPITALIZATION,1
 RENAL TUBULAR DISORDER, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RENAL TUBULAR DISORDER,VISITED A HEALTH CARE PROVIDER,1
 RENAL TUBULAR ATROPHY, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RENAL TUBULAR ATROPHY,VISITED A HEALTH CARE PROVIDER,1
 RENAL TRANSPLANT, HOSPITALIZATION,1
 RENAL TRANSPLANT,HOSPITALIZATION,1
 RENAL PAIN, SERIOUS INJURIES/ ILLNESS,1
 RENAL PAIN, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RENAL PAIN,SERIOUS INJURIES/ ILLNESS,1
 RENAL PAIN,DISABILITY,1
 RENAL PAIN, DEATH,1
 RENAL PAIN,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RENAL INSUFFICIENCY, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RENAL INSUFFICIENCY, LIFE THREATENING,1
 RENAL INJURY, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RENAL INJURY,DISABILITY,1
 RENAL INFARCT,HOSPITALIZATION,1
 RENAL IMPAIRMENT, SERIOUS INJURIES/ ILLNESS,1
 RENAL IMPAIRMENT,NON-SERIOUS INJURIES/ ILLNESS,1
 RENAL IMPAIRMENT,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RENAL HAEMORRHAGE, HOSPITALIZATION,1
 RENAL HAEMORRHAGE,HOSPITALIZATION,1
 RENAL FUNCTION TEST NORMAL,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RENAL FUNCTION TEST NORMAL, HOSPITALIZATION,1
 RENAL FUNCTION TEST ABNORMAL, VISITED A HEALTH CARE PROVIDER,1
 RENAL FUNCTION TEST ABNORMAL,SERIOUS INJURIES/ ILLNESS,1
 RENAL FUNCTION TEST ABNORMAL, LIFE THREATENING,1
 RENAL FUNCTION TEST ABNORMAL, NON-SERIOUS INJURIES/ ILLNESS,1
 RENAL FAILURE CHRONIC, VISITED AN ER,1
 RENAL FAILURE CHRONIC,NON-SERIOUS INJURIES/ ILLNESS,1
 RENAL FAILURE CHRONIC,DEATH,1
 RENAL FAILURE CHRONIC,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RENAL FAILURE ACUTE, SERIOUS INJURIES/ ILLNESS,1
 RENAL FAILURE ACUTE,NON-SERIOUS INJURIES/ ILLNESS,1
 RENAL FAILURE ACUTE, NON-SERIOUS INJURIES/ ILLNESS,1
 RENAL FAILURE, DISABILITY,1
 RENAL DISORDER, DEATH,1
 RENAL ARTERY STENOSIS, SERIOUS INJURIES/ ILLNESS,1
 RENAL ARTERY STENOSIS, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 RENAL ARTERY STENOSIS,HOSPITALIZATION,1
 RENAL ARTERY ARTERIOSCLEROSIS, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RENAL ARTERY ARTERIOSCLEROSIS,VISITED A HEALTH CARE PROVIDER,1
 REMOVAL OF FOREIGN BODY FROM THROAT, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,1
 REMOVAL OF FOREIGN BODY FROM THROAT,VISITED AN ER,1
 REMOVAL OF FOREIGN BODY FROM THROAT,NON-SERIOUS INJURIES/ ILLNESS,1
 REMOVAL OF FOREIGN BODY FROM OESOPHAGUS,LIFE THREATENING,1
 REMOVAL OF FOREIGN BODY FROM OESOPHAGUS,NON-SERIOUS INJURIES/ ILLNESS,1
 REMOVAL OF FOREIGN BODY FROM OESOPHAGUS, HOSPITALIZATION,1
 REITER'S SYNDROME,VISITED A HEALTH CARE PROVIDER,1
 REGURGITATION,LIFE THREATENING,1
 REGURGITATION,VISITED A HEALTH CARE PROVIDER,1
 REGURGITATION, LIFE THREATENING,1
 REFRACTION DISORDER,VISITED A HEALTH CARE PROVIDER,1
 REFRACTION DISORDER, NON-SERIOUS INJURIES/ ILLNESS,1
 REFLUX OESOPHAGITIS, SERIOUS INJURIES/ ILLNESS,1
 REFLUX LARYNGITIS, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 REFLUX LARYNGITIS,VISITED A HEALTH CARE PROVIDER,1
 REFLUX GASTRITIS,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 REFLEXES ABNORMAL,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RED CELL DISTRIBUTION WIDTH INCREASED, SERIOUS INJURIES/ ILLNESS,1
 RED CELL DISTRIBUTION WIDTH INCREASED, VISITED AN ER,1
 RED CELL DISTRIBUTION WIDTH INCREASED,DISABILITY,1
 RED CELL DISTRIBUTION WIDTH INCREASED,VISITED A HEALTH CARE PROVIDER,1
 RED CELL DISTRIBUTION WIDTH INCREASED,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RED CELL DISTRIBUTION WIDTH DECREASED, VISITED A HEALTH CARE PROVIDER,1
 RED CELL DISTRIBUTION WIDTH DECREASED,VISITED AN ER,1
 RED CELL DISTRIBUTION WIDTH DECREASED,DEATH,1
 RED CELL DISTRIBUTION WIDTH DECREASED, HOSPITALIZATION,1
 RED BLOOD CELL SEDIMENTATION RATE INCREASED,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RED BLOOD CELL SEDIMENTATION RATE ABNORMAL, DISABILITY,1
 RED BLOOD CELL SEDIMENTATION RATE ABNORMAL,VISITED A HEALTH CARE PROVIDER,1
 RED BLOOD CELL COUNT INCREASED,VISITED AN ER,1
 RED BLOOD CELL COUNT INCREASED, LIFE THREATENING,1
 RED BLOOD CELL COUNT INCREASED, HOSPITALIZATION,1
 RED BLOOD CELL COUNT DECREASED,DISABILITY,1
 RED BLOOD CELL COUNT DECREASED, LIFE THREATENING,1
 RED BLOOD CELL COUNT ABNORMAL, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RED BLOOD CELL COUNT ABNORMAL,VISITED A HEALTH CARE PROVIDER,1
 RECTOCELE,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
 RECTAL ULTRASOUND ABNORMAL, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),1
